vera ibarra,vera,ibarra,male,linkedin.com/in/vera-ibarra-1056,vera-ibarra-1056,100443464,,,,civil engineering,structural shipbuilder design manager,real_estate,['senior'],general-dynamics-information-technology,general dynamics information technology,,51-200,,civil engineering,,,,,,,,,,,,,2017-04,"payne, ohio, united states",payne,,ohio,united states,north america,,,3371.0,">250,000",4.0,Structural Shipbuilder Design Manager at General Dynamics Information Technology. 19 years across civil engineering.,[],[],[],"['time management', 'editorial', 'surveillance', 'publications', 'close protection', 'foreign policy', 'marine corps', 'six sigma', 'accounting', 'coaching', 'cctv', 'banking', 'team leadership', 'aerospace', 'first aid', 'evidence', 'organizational development', 'transportation', 'top secret', 'military liaison', 'css', 'cross functional team leadership', 'broadcast', 'news writing', 'engineering', 'uav', 'army']","['payne, ohio, united states']",['ohio'],['united states'],[],"[{'company': {'name': 'general dynamics information technology', 'size': '1001-5000', 'industry': 'accounting', 'location': {'name': 'east ridge, tennessee, united states'}}, 'location_names': ['payne, ohio, united states'], 'end_date': None, 'start_date': '2021-02', 'title': {'name': 'structural shipbuilder design manager', 'role': 'education', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'kone', 'size': '1001-5000', 'industry': 'aviation & aerospace', 'location': {'name': 'campbell, kentucky, united states'}}, 'location_names': ['payne, ohio, united states'], 'end_date': '2021-02', 'start_date': '2018-04', 'title': {'name': 'senior operations manager', 'role': 'marketing', 'sub_role': None, 'levels': ['manager']}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'bob jones university', 'type': 'post-secondary institution', 'location': {'name': 'falls church, virginia, united states'}}, 'end_date': '1992', 'start_date': '2016', 'gpa': None, 'degrees': ['associates'], 'majors': ['political science', 'nursing'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100443464', 'url': 'linkedin.com/in/vera-ibarra-1056', 'username': 'vera-ibarra-1056'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
noor lindberg,noor,lindberg,,linkedin.com/in/noor-lindberg-1057,noor-lindberg-1057,100451383,,,,oil & energy,co owner creative director,remote monitoring and management analyst,['manager'],metlife,metlife,,201-500,,oil & energy,,,,,,,,,,,,,2015-08,"white salmon, washington, united states",white salmon,,washington,united states,north america,,,2318.0,"85,000-100,000",11.0,Co Owner Creative Director at Metlife. 4 years across oil & energy.,[],[],"['photography', 'hiking', 'travel', 'history']","['event planning', 'criminal investigations', 'time management', 'construction safety', 'aed', 'petroleum', 'transportation planning', 'upstream', 'veterans', 'cell', 'operations management', 'afghanistan', 'inspection', 'security management', 'multimedia', 'crisis management']","['white salmon, washington, united states']",['washington'],['united states'],[],"[{'company': {'name': 'metlife', 'size': '11-50', 'industry': 'international affairs', 'location': {'name': 'elizabeth city, north carolina, united states'}}, 'location_names': ['white salmon, washington, united states'], 'end_date': None, 'start_date': '2021-06', 'title': {'name': 'co owner creative director', 'role': 'marketing', 'sub_role': None, 'levels': ['owner']}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'cameron university', 'type': 'post-secondary institution', 'location': {'name': 'smithville, texas, united states'}}, 'end_date': '2008', 'start_date': '1986', 'gpa': None, 'degrees': ['associates', 'bachelors'], 'majors': ['engineering', 'political science'], 'minors': [], 'summary': None}, {'school': {'name': 'campbell university', 'type': 'post-secondary institution', 'location': {'name': 'green bay, wisconsin, united states'}}, 'end_date': '1994', 'start_date': '1995', 'gpa': None, 'degrees': ['doctorates'], 'majors': ['psychology'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100451383', 'url': 'linkedin.com/in/noor-lindberg-1057', 'username': 'noor-lindberg-1057'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
luca soltani,luca,soltani,male,linkedin.com/in/luca-soltani-1058,luca-soltani-1058,100459302,,,,consumer services,hardware specialist 1,legal,[],menards,menards,,51-200,,consumer services,,,,,,,,,,,,,2017-05,"mclean, virginia, united states",mclean,,virginia,united states,north america,,,494.0,"85,000-100,000",23.0,Hardware Specialist 1 at Menards. 4 years across consumer services.,[],[],"['hiking', 'travel', 'history', 'photography']","['maintenance and repair', 'military operations', 'continuous improvement', 'helicopters', 'oilfield', 'national security', 'publicity', 'foreign policy', 'start ups', 'video', 'recruiting']","['mclean, virginia, united states']",['virginia'],['united states'],[],"[{'company': {'name': 'menards', 'size': '11-50', 'industry': 'operations', 'location': {'name': 'baltimore, maryland, united states'}}, 'location_names': ['mclean, virginia, united states'], 'end_date': None, 'start_date': '2021-08', 'title': {'name': 'hardware specialist 1', 'role': 'marketing', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'bellevue university', 'type': 'post-secondary institution', 'location': {'name': 'baltimore, maryland, united states'}}, 'end_date': '2002', 'start_date': '1988', 'gpa': None, 'degrees': ['bachelors'], 'majors': ['computer science', 'psychology'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100459302', 'url': 'linkedin.com/in/luca-soltani-1058', 'username': 'luca-soltani-1058'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
freya halvorsen,freya,halvorsen,,linkedin.com/in/freya-halvorsen-1059,freya-halvorsen-1059,100467221,,,,consumer services,senior information technology manager,human_resources,[],c4-planning-solutions,c4 planning solutions,,51-200,,consumer services,,,,,,,,,,,,,2023-09,"stevens point, wisconsin, united states",stevens point,,wisconsin,united states,north america,,,1105.0,">250,000",6.0,Senior Information Technology Manager at C4 Planning Solutions. 2 years across consumer services.,[],[],"['music', 'history', 'hiking']","['salesforce.com', 'system', 'auditing', 'marketing strategy', 'oil/gas', 'oil and gas industry', 'tactics', 'reconnaissance', 'force protection', 'negotiation', 'drilling', 'risk management', 'project planning', 'bls', 'publications', 'software installation', 'contract management', 'helicopters']","['stevens point, wisconsin, united states']",['wisconsin'],['united states'],[],"[{'company': {'name': 'c4 planning solutions', 'size': '11-50', 'industry': 'accounting', 'location': {'name': 'normal, illinois, united states'}}, 'location_names': ['stevens point, wisconsin, united states'], 'end_date': None, 'start_date': '2021-09', 'title': {'name': 'senior information technology manager', 'role': 'operations', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'centers for disease control and prevention', 'size': '11-50', 'industry': 'law practice', 'location': {'name': 'sheffield, sheffield, united kingdom'}}, 'location_names': ['stevens point, wisconsin, united states'], 'end_date': '2021-01', 'start_date': '2018-08', 'title': {'name': 'configuration management specialist', 'role': 'state strategic planner', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'isleworth and syon school', 'type': 'post-secondary institution', 'location': {'name': 'brookfield, massachusetts, united states'}}, 'end_date': '2008', 'start_date': '2016', 'gpa': None, 'degrees': ['bachelor of science', 'master of business administration'], 'majors': ['nursing'], 'minors': [], 'summary': None}, {'school': {'name': 'binghamton university', 'type': 'post-secondary institution', 'location': {'name': 'kansas city, missouri, united states'}}, 'end_date': '1999', 'start_date': '2004', 'gpa': None, 'degrees': ['master of business administration'], 'majors': ['nursing', 'business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100467221', 'url': 'linkedin.com/in/freya-halvorsen-1059', 'username': 'freya-halvorsen-1059'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
hugo pereira,hugo,pereira,female,linkedin.com/in/hugo-pereira-1060,hugo-pereira-1060,100475140,,,,commercial real estate,armorer and controller,field supervisor,['director'],amazon,amazon,,201-500,,commercial real estate,,,,,,,,,,,,,2021-04,"nederland, texas, united states",nederland,,texas,united states,north america,,,2661.0,"45,000-55,000",8.0,Armorer And Controller at Amazon. 6 years across commercial real estate.,[],[],"['cycling', 'history']","['servers', 'hazardous materials', 'facebook', 'healthcare', 'proofreading', 'law enforcement', 'data acquisition', 'asset management', 'system', 'newspapers', 'access control', 'network administration', 'afghanistan']","['nederland, texas, united states']",['texas'],['united states'],[],"[{'company': {'name': 'amazon', 'size': '1-10', 'industry': 'information technology and services', 'location': {'name': 'saint louis, missouri, united states'}}, 'location_names': ['nederland, texas, united states'], 'end_date': None, 'start_date': '2021-04', 'title': {'name': 'armorer and controller', 'role': 'operations', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'idaho state university college of business', 'type': 'post-secondary institution', 'location': {'name': 'kenosha, wisconsin, united states'}}, 'end_date': '2010', 'start_date': '2010', 'gpa': None, 'degrees': ['associates'], 'majors': ['nursing', 'political science'], 'minors': [], 'summary': None}, {'school': {'name': 'embry - riddle aeronautical university', 'type': 'post-secondary institution', 'location': {'name': 'jarrell, texas, united states'}}, 'end_date': '1992', 'start_date': '2006', 'gpa': None, 'degrees': ['doctorates', 'bachelor of science'], 'majors': ['nursing'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100475140', 'url': 'linkedin.com/in/hugo-pereira-1060', 'username': 'hugo-pereira-1060'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
full_name,first_name,last_name,gender,linkedin_url,linkedin_username,linkedin_id,facebook_url,facebook_username,facebook_id,industry,job_title,job_title_role,job_title_levels,job_company_id,job_company_name,job_company_website,job_company_size,job_company_founded,job_company_industry,job_company_linkedin_url,job_company_linkedin_id,job_company_facebook_url,job_company_twitter_url,job_company_location_name,job_company_location_locality,job_company_location_metro,job_company_location_region,job_company_location_geo,job_company_location_country,job_company_location_continent,job_last_updated,job_start_date,location_name,location_locality,location_metro,location_region,location_country,location_continent,location_geo,location_last_updated,linkedin_connections,inferred_salary,inferred_years_experience,summary,phone_numbers,emails,interests,skills,location_names,regions,countries,street_addresses,experience,education,profiles,certifications,languages,version_status,work_email,job_company_location_street_address,job_company_location_postal_code,job_summary,location_street_address,location_postal_code,middle_initial,middle_name,birth_year,birth_date,twitter_url,twitter_username,github_url,github_username,mobile_phone,location_address_line_2,job_title_sub_role,job_company_location_address_line_2
freya pereira,freya,pereira,male,linkedin.com/in/freya-pereira-1061,freya-pereira-1061,100483059,,,,banking,regional sales manager,automotive technician,[],transformco,transformco,,1001-5000,,banking,,,,,,,,,,,,,2022-08,"denton, texas, united states",denton,,texas,united states,north america,,,3424.0,">250,000",9.0,Regional Sales Manager at Transformco. 14 years across banking.,[],[],"['history', 'cycling', 'music']","['first aid', 'public policy', 'product development', 'access control', 'integration', 'auditing', 'hiring', 'avionics', 'energy industry', 'yahoo', 'business planning', 'creative writing', 'natural gas', 'maintenance and repair', 'computer repair', 'storytelling', 'legal writing', 'employee relations', 'military', 'purchasing', 'data analysis', 'telecommunications']","['denton, texas, united states']",['texas'],['united states'],[],"[{'company': {'name': 'transformco', 'size': '1-10', 'industry': 'law enforcement', 'location': {'name': 'fredericksburg, virginia, united states'}}, 'location_names': ['denton, texas, united states'], 'end_date': None, 'start_date': '2021-07', 'title': {'name': 'regional sales manager', 'role': 'business owner', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'u.s. house of representatives', 'size': '11-50', 'industry': 'computer software', 'location': {'name': 'jacksonville, florida, united states'}}, 'location_names': ['denton, texas, united states'], 'end_date': '2021-02', 'start_date': '2018-01', 'title': {'name': 'civil engineer', 'role': 'vp; relationship manager, specialized cash management', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'georgetown university', 'type': 'post-secondary institution', 'location': {'name': 'mineola, new york, united states'}}, 'end_date': '2019', 'start_date': '1995', 'gpa': None, 'degrees': ['masters'], 'majors': ['computer science'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100483059', 'url': 'linkedin.com/in/freya-pereira-1061', 'username': 'freya-pereira-1061'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
ava abiola,ava,abiola,male,linkedin.com/in/ava-abiola-1062,ava-abiola-1062,100490978,,,,law enforcement,global mobility consultant,network controller,[],redding-software-corporation,redding software corporation,,51-200,,law enforcement,,,,,,,,,,,,,2021-08,"springfield, virginia, united states",springfield,,virginia,united states,north america,,,1996.0,"85,000-100,000",7.0,Global Mobility Consultant at Redding Software Corporation. 20 years across law enforcement.,[],[],['music'],"['autocad', 'distribution center operations', 'security+', 'editing', 'volunteer management', 'uav', 'military training', 'marine corps', 'interrogation', 'risk assessment', 'airborne', 'team building', 'event planning', 'data acquisition', 'community development', 'military leadership', 'helicopters', 'electronics', 'joint military operations', 'french', 'operational planning', 'change management', 'social networking']","['springfield, virginia, united states']",['virginia'],['united states'],[],"[{'company': {'name': 'redding software corporation', 'size': '51-200', 'industry': 'higher education', 'location': {'name': 'sanford, north carolina, united states'}}, 'location_names': ['springfield, virginia, united states'], 'end_date': None, 'start_date': '2021-03', 'title': {'name': 'global mobility consultant', 'role': '2020-12-01', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'dcamm division of capital asset management and maintenance', 'size': '1-10', 'industry': 'non-profit organization management', 'location': {'name': 'normal, illinois, united states'}}, 'location_names': ['springfield, virginia, united states'], 'end_date': '2021-04', 'start_date': '2018-02', 'title': {'name': 'senior director', 'role': 'education', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'prudential financial', 'size': '1-10', 'industry': 'health', 'location': {'name': 'san jacinto, california, united states'}}, 'location_names': ['springfield, virginia, united states'], 'end_date': '2018-06', 'start_date': '2015-09', 'title': {'name': 'fuel distribution system foreman', 'role': 'assistant director international programs', 'sub_role': None, 'levels': ['senior']}, 'is_primary': False, 'summary': None}, {'company': {'name': 'cvs health', 'size': '1-10', 'industry': 'commercial real estate', 'location': {'name': 'austin, texas, united states'}}, 'location_names': ['springfield, virginia, united states'], 'end_date': '2015-05', 'start_date': '2012-03', 'title': {'name': 'military', 'role': 'project manager', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'columbia southern university', 'type': 'post-secondary institution', 'location': {'name': 'madison, wisconsin, united states'}}, 'end_date': '2011', 'start_date': '1993', 'gpa': None, 'degrees': ['bachelors'], 'majors': ['business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100490978', 'url': 'linkedin.com/in/ava-abiola-1062', 'username': 'ava-abiola-1062'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
emil baptiste,emil,baptiste,,linkedin.com/in/emil-baptiste-1063,emil-baptiste-1063,100498897,,,,human resources,biotechnology,state strategic planner,['owner'],bentonville-public-schools,bentonville public schools,,201-500,,human resources,,,,,,,,,,,,,2022-08,"atlanta, georgia, united states",atlanta,,georgia,united states,north america,,,764.0,"100,000-150,000",23.0,Biotechnology at Bentonville Public Schools. 13 years across human resources.,[],[],[],"['security operations', 'start ups', 'blogging', 'sigint', 'active dod secret clearance', 'microsoft office', 'reconnaissance', 'fundraising', 'advertising', 'powerpoint', 'strategic communications', 'newsletters', 'help desk support', 'american', 'adult education', 'cold calling', 'air force', 'cctv', 'readiness']","['atlanta, georgia, united states']",['georgia'],['united states'],[],"[{'company': {'name': 'bentonville public schools', 'size': '51-200', 'industry': 'finance', 'location': {'name': 'stevens point, wisconsin, united states'}}, 'location_names': ['atlanta, georgia, united states'], 'end_date': None, 'start_date': '2021-02', 'title': {'name': 'biotechnology', 'role': 'resident agent in charge', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'quality back office', 'size': '1001-5000', 'industry': 'public relations and communications', 'location': {'name': 'mount airy, maryland, united states'}}, 'location_names': ['atlanta, georgia, united states'], 'end_date': '2021-08', 'start_date': '2018-02', 'title': {'name': 'medical advocacy program coordinator', 'role': 'retail sales associate', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'caesar rodney high school', 'type': 'post-secondary institution', 'location': {'name': 'centreville, virginia, united states'}}, 'end_date': '1996', 'start_date': '2013', 'gpa': None, 'degrees': ['doctorates'], 'majors': ['nursing'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100498897', 'url': 'linkedin.com/in/emil-baptiste-1063', 'username': 'emil-baptiste-1063'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
yusuf mwangi,yusuf,mwangi,female,linkedin.com/in/yusuf-mwangi-1064,yusuf-mwangi-1064,100506816,,,,health,kbr-inc,assistant director international programs,[],dcamm-division-of-capital-asset-management-and-maintenance,dcamm division of capital asset management and maintenance,,1001-5000,,health,,,,,,,,,,,,,2015-05,"kenosha, wisconsin, united states",kenosha,,wisconsin,united states,north america,,,776.0,"45,000-55,000",15.0,Kbr-Inc at Dcamm Division Of Capital Asset Management And Maintenance. 9 years across health.,[],[],"['hiking', 'music']","['photography', 'security', 'volunteer management', 'business analysis', 'management', 'video', 'crisis management']","['kenosha, wisconsin, united states']",['wisconsin'],['united states'],[],"[{'company': {'name': 'dcamm division of capital asset management and maintenance', 'size': '51-200', 'industry': 'legal services', 'location': {'name': 'brookfield, massachusetts, united states'}}, 'location_names': ['kenosha, wisconsin, united states'], 'end_date': None, 'start_date': '2021-08', 'title': {'name': 'kbr-inc', 'role': 'remote monitoring and management analyst', 'sub_role': None, 'levels': ['senior']}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'air university - maxwell air force base', 'type': 'post-secondary institution', 'location': {'name': 'lewiston, idaho, united states'}}, 'end_date': '1995', 'start_date': '2006', 'gpa': None, 'degrees': ['associates', 'bachelors'], 'majors': ['computer science'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100506816', 'url': 'linkedin.com/in/yusuf-mwangi-1064', 'username': 'yusuf-mwangi-1064'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
vera kozlov,vera,kozlov,male,linkedin.com/in/vera-kozlov-1065,vera-kozlov-1065,100514735,,,,operations,field service technician,media,['vp'],fiserv,fiserv,,1-10,,operations,,,,,,,,,,,,,2018-08,"breaux bridge, louisiana, united states",breaux bridge,,louisiana,united states,north america,,,567.0,"85,000-100,000",8.0,Field Service Technician at Fiserv. 3 years across operations.,[],[],"['travel', 'music']","['supply chain management', 'cross functional team leadership', 'six sigma', 'personal security', 'microsoft word', 'construction management', 'firearms', 'air force', 'shipping', 'responsibility', 'military', 'bls', 'marine corps', 'design', 'operating systems', 'budgets', 'security operations', 'military training', 'mergers and acquisitions', 'freight', 'army', 'customer service', 'iraq']","['breaux bridge, louisiana, united states']",['louisiana'],['united states'],[],"[{'company': {'name': 'fiserv', 'size': '51-200', 'industry': 'education management', 'location': {'name': 'minneapolis, minnesota, united states'}}, 'location_names': ['breaux bridge, louisiana, united states'], 'end_date': None, 'start_date': '2021-04', 'title': {'name': 'field service technician', 'role': 'legal', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'machine operator', 'size': '201-500', 'industry': 'operations', 'location': {'name': 'raleigh, north carolina, united states'}}, 'location_names': ['breaux bridge, louisiana, united states'], 'end_date': '2021-04', 'start_date': '2018-07', 'title': {'name': 'clinical site manager ii', 'role': 'field supervisor', 'sub_role': None, 'levels': ['senior']}, 'is_primary': False, 'summary': None}, {'company': {'name': 'metropolitan center for women and children', 'size': '201-500', 'industry': 'financial services', 'location': {'name': 'new york, new york, united states'}}, 'location_names': ['breaux bridge, louisiana, united states'], 'end_date': '2018-02', 'start_date': '2015-03', 'title': {'name': 'lean program manager', 'role': 'real_estate', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'campbell university', 'type': 'post-secondary institution', 'location': {'name': 'phoenix, arizona, united states'}}, 'end_date': '1990', 'start_date': '2001', 'gpa': None, 'degrees': ['bachelor of science', 'master of business administration'], 'majors': ['business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100514735', 'url': 'linkedin.com/in/vera-kozlov-1065', 'username': 'vera-kozlov-1065'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
rania rahimi,rania,rahimi,,linkedin.com/in/rania-rahimi-1066,rania-rahimi-1066,100522654,,,,information_technology,hospital & health care,research associate professor and adjunct professor of biology,['cxo'],state-of-vermont,state of vermont,,1-10,,information_technology,,,,,,,,,,,,,2018-01,"raleigh, north carolina, united states",raleigh,,north carolina,united states,north america,,,2410.0,"55,000-70,000",14.0,Hospital & Health Care at State Of Vermont. 11 years across information_technology.,[],[],"['photography', 'hiking']","['bridge', 'active dod secret clearance', 'data entry', 'bls', 'joint military operations', 'business services', 'program evaluation', 'magazines', 'policy analysis', 'project management', 'management', 'windows server']","['raleigh, north carolina, united states']",['north carolina'],['united states'],[],"[{'company': {'name': 'state of vermont', 'size': '1001-5000', 'industry': 'education', 'location': {'name': 'burlington, vermont, united states'}}, 'location_names': ['raleigh, north carolina, united states'], 'end_date': None, 'start_date': '2021-09', 'title': {'name': 'hospital & health care', 'role': 'finance', 'sub_role': None, 'levels': ['director']}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'grantham university', 'type': 'post-secondary institution', 'location': {'name': 'gilbert, arizona, united states'}}, 'end_date': '1991', 'start_date': '2009', 'gpa': None, 'degrees': ['bachelor of science', 'masters'], 'majors': ['psychology'], 'minors': [], 'summary': None}, {'school': {'name': 'bellevue university', 'type': 'post-secondary institution', 'location': {'name': 'asheville, north carolina, united states'}}, 'end_date': '1995', 'start_date': '1999', 'gpa': None, 'degrees': ['bachelors', 'doctorates'], 'majors': ['computer science', 'engineering'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100522654', 'url': 'linkedin.com/in/rania-rahimi-1066', 'username': 'rania-rahimi-1066'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
maya castellan,maya,castellan,,linkedin.com/in/maya-castellan-1067,maya-castellan-1067,100530573,,,,military,research associate,real_estate,['entry'],legrand-north-america,"legrand, north america",,51-200,,military,,,,,,,,,,,,,2023-01,united states,united states,,,united states,north america,,,2144.0,"85,000-100,000",9.0,"Research Associate at Legrand, North America. 3 years across military.",[],[],['history'],"['government contracting', 'change management', 'new media', 'statistics', 'intelligence analysis', 'supply chain', 'wireless networking', 'interviews', 'storytelling', 'magazines', 'aerospace']",['united states'],[],['united states'],[],"[{'company': {'name': 'legrand, north america', 'size': '1001-5000', 'industry': 'consumer electronics', 'location': {'name': 'north palm beach, florida, united states'}}, 'location_names': ['united states'], 'end_date': None, 'start_date': '2021-04', 'title': {'name': 'research associate', 'role': 'business owner', 'sub_role': None, 'levels': ['owner']}, 'is_primary': True, 'summary': None}, {'company': {'name': 'ambulnz', 'size': '1001-5000', 'industry': 'libraries', 'location': {'name': 'san jacinto, california, united states'}}, 'location_names': ['united states'], 'end_date': '2021-01', 'start_date': '2018-07', 'title': {'name': 'armed federal security', 'role': '2020-12-01', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'mit lincoln laboratory', 'size': '11-50', 'industry': 'public relations and communications', 'location': {'name': 'newport news, virginia, united states'}}, 'location_names': ['united states'], 'end_date': '2018-01', 'start_date': '2015-03', 'title': {'name': 'aviation & aerospace', 'role': 'essential services broker', 'sub_role': None, 'levels': ['partner']}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'carl harrison high school', 'type': 'post-secondary institution', 'location': {'name': 'colorado springs, colorado, united states'}}, 'end_date': '1999', 'start_date': '1989', 'gpa': None, 'degrees': ['bachelors', 'associates'], 'majors': ['business administration', 'psychology'], 'minors': [], 'summary': None}, {'school': {'name': 'concordia university - wisconsin', 'type': 'post-secondary institution', 'location': {'name': 'centreville, virginia, united states'}}, 'end_date': '1995', 'start_date': '1994', 'gpa': None, 'degrees': ['bachelors'], 'majors': ['business administration', 'psychology'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100530573', 'url': 'linkedin.com/in/maya-castellan-1067', 'username': 'maya-castellan-1067'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
nadia lindqvist,nadia,lindqvist,,linkedin.com/in/nadia-lindqvist-1068,nadia-lindqvist-1068,100538492,,,,medical devices,entertainment,paramedic- medical officer and supervisor,[],csra-inc,csra inc,,11-50,,medical devices,,,,,,,,,,,,,2014-04,"lorton, virginia, united states",lorton,,virginia,united states,north america,,,3418.0,"85,000-100,000",27.0,Entertainment at Csra Inc. 15 years across medical devices.,[],[],"['chess', 'history']","['c#', 'editorial', 'active directory', 'project management', 'power generation', 'electrical troubleshooting', 'financial reporting', 'intelligence', 'cad', 'community outreach', 'c4isr', 'conflict resolution', 'sharepoint', 'storytelling']","['lorton, virginia, united states']",['virginia'],['united states'],[],"[{'company': {'name': 'csra inc', 'size': '11-50', 'industry': 'luxury goods & jewelry', 'location': {'name': 'bethesda, maryland, united states'}}, 'location_names': ['lorton, virginia, united states'], 'end_date': None, 'start_date': '2021-08', 'title': {'name': 'entertainment', 'role': 'field supervisor', 'sub_role': None, 'levels': ['manager']}, 'is_primary': True, 'summary': None}, {'company': {'name': 'metlife', 'size': '201-500', 'industry': 'hospital & health care', 'location': {'name': 'lewiston, idaho, united states'}}, 'location_names': ['lorton, virginia, united states'], 'end_date': '2021-06', 'start_date': '2018-01', 'title': {'name': 'government administration', 'role': 'legal', 'sub_role': None, 'levels': ['director']}, 'is_primary': False, 'summary': None}, {'company': {'name': 'national park service', 'size': '201-500', 'industry': 'medical devices', 'location': {'name': 'st. louis, missouri, united states'}}, 'location_names': ['lorton, virginia, united states'], 'end_date': '2018-07', 'start_date': '2015-09', 'title': {'name': 'principle material program manager', 'role': 'resident agent in charge', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'american intercontinental university', 'type': 'post-secondary institution', 'location': {'name': 'baltimore, maryland, united states'}}, 'end_date': '2009', 'start_date': '1986', 'gpa': None, 'degrees': ['doctorates'], 'majors': ['political science'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100538492', 'url': 'linkedin.com/in/nadia-lindqvist-1068', 'username': 'nadia-lindqvist-1068'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
